Z_COE,T_COE,NIVEL_AE_COE,Z_INFO,T_INFO,NIVEL_AE_INFO,Z_TE,T_TE,NIVEL_AE_TE,AE_Total,T,Nivel_AE_TOTAL,O,C,E,A,N,GENERO,CARRERA,EDAD,CIUDAD,CIVIL,HIJOS,VIVES,NUM_HIJO,PREPA,MOD_PREPA,INGRESOS,HA_TRABAJO,TRABAJO_ACTUAL,PAPAS_TRABAJO,PAPAS_NEGOCIO,COMPU,INTERNET,FORM_LABORAL,BUENAS_RELACIONES,COMPROMISO_TIEMPO,ESCUCHAR_SUGERENCIAS,COLABORAR_AREAS,RESPETAR_DIFERENTES,REALIZAR_CARGA,DISTANCIA_DISTRACCION,ESCUCHAR_DESACUERDO,COMUNICAR_INCONFORMIDADES,COLABORAR_URGENTE,PERSONAS_DIFERENTES,DISTANCIA_TIEMPO,APERTURA_CONFLICTOS,CLIMA_PRESION,PARTICIPAR_PLANIFICACION,RESPETAR_TIEMPOS,RELACION_DESAGRADO,INTEGRARME_EQUIPO,CONFIAR_COMPAÑEROS,INTEGRAR_IDEAS,ESCUCHAR_PTO_DISTINTO,IDENTIFICAR_MITURNO,IDEAS_ENTENDIBLE_IDIOMA,SIN_MALASPALABRAS,PERDERSE_DISCURSO_HABLAR,ORGANIZAR_IDEAS,MULETILLAS_HABLAR,BARBARISMOS_HABLAR,REDUNDANTE_PUBLICO,EXPONER_SINAPOYO,CONTACTO_VISUAL,EXPRESION_SEGURIDAD,POSTURA_ADECUADA,VELOCIDAD_HABLA,VOLUMEN_VOZ,REDACTAR_REMITENTE,ERROR_GRAMATICAL,ESCRIB_ENTENDIBLE_IDEAS,ESCRIB_ORDEN_SECUENCIA,SIN_AUTOCORRECTOR,SIN_TECNICISMOS,CORREO_CONDENSADO,ORTOGRAF_TIC,ASPECTO_VIDEO,RESPONDER_ATIEMPO_TIC,BUSQUEDA_PROFUNDA,PREGUNTAS_PERSONAS,TERMINOS_CLAROS,CONOCER_FUENTES,BUSQUEDA_ESPECIALIZADA,ALMACENAR_INFORMACION,APLICACIONES_VISUALIZAR,ADAPTAR_BUSQUEDA,UTILIZAR_BUSCADORES,COMPARAR_INFORMACION,CONFIRMAR_INFORMACION,VALIDAR_REMITENTE,VALIDAR_AUTOR,ORDEN_FUENTES,IDENTIFICAR_ORGANIZAR,CLASIFICAR_CARPETAS,DIFERENTES_SITIOS,DESARROLLAR_PRESENTACIONES,USO_PARAFRASIS,INCORPORAR_INFORMACION
0.740635034,57.40635034,AE_Normal_COE,0.590690209,55.90690209,AE_Norm_INFO,-0.039532294,49.60467706,AE_NORM_TE,0.546605698,55.46605698,AE_Normal,50,20,35,70,80,F,Biologia,23,Mexico,Soltero,No,Solo,medio,Publica,Escolarizada,4500a9000,si,No,No,No,si,Buenas,No,8,7,10,8,9,6,7,9,8,9,9,8,9,8,7,10,10,9,7,9,10,9,9,10,7,9,8,10,10,10,10,8,9,8,9,10,9,9,8,9,9,9,9,10,8,7,10,9,7,10,10,10,10,9,10,10,7,7,10,10,10,9,10,10,10
-0.581735457,44.18264543,AE_Normal_COE,-0.139443962,48.60556038,AE_Norm_INFO,-0.307276507,46.92723493,AE_NORM_TE,-0.41982035,45.8017965,AE_Normal,30,95,30,35,65,F,Dentista,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,No,9,9,7,9,7,8,7,8,7,8,8,7,8,8,9,9,7,8,7,8,9,8,7,7,5,7,7,8,7,9,8,8,7,7,9,7,7,8,8,7,6,7,7,8,9,9,9,8,7,8,8,9,9,7,9,9,9,7,8,8,8,8,9,7,9
0.620734482,56.20734482,AE_Normal_COE,0.425282363,54.25282363,AE_Norm_INFO,0.898544699,58.98544699,AE_NORM_TE,0.743484023,57.43484023,AE_Normal,10,55,10,50,80,F,Dentista,20,Aguascalientes,Soltero,No,amigos,medio,Publica,Escolarizada,10000a18000,No,No,si,si,si,Regulares,No,8,10,10,10,10,9,8,10,7,10,10,9,10,10,9,10,10,10,8,9,9,8,9,8,9,9,9,10,10,9,9,8,8,8,9,9,9,9,9,10,9,9,10,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,10,9,9,9,9
-2.336691583,26.63308417,AE_Baja_COE,0.772806255,57.72806255,AE_Norm_INFO,0.316424116,53.16424116,AE_NORM_TE,-0.684877043,43.15122957,AE_Normal,95,45,55,85,50,F,Dentista,24,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Buenas,No,8,9,9,9,9,7,10,10,6,10,10,9,8,8,7,9,9,9,8,9,8,10,2,8,2,2,2,2,2,7,8,2,6,4,1,9,8,8,6,3,3,9,7,5,9,10,10,9,9,9,10,10,10,3,6,10,10,10,10,10,10,10,10,10,10
0.588235294,55.88235294,AE_Normal_COE,0.33840139,53.3840139,AE_Norm_INFO,0.607484407,56.07484407,AE_NORM_TE,0.596230305,55.96230305,AE_Normal,50,20,85,50,35,M,Dentista,21,CDMX,Soltero,No,Solo,Unico,Publica,Escolarizada,45000a50000,si,si,si,si,si,Buenas,si,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-0.386740331,46.13259669,AE_Normal_COE,0.555603823,55.55603823,AE_Norm_INFO,-0.473596674,45.26403326,AE_NORM_TE,-0.154763658,48.45236342,AE_Normal,40,70,30,15,50,M,Dentista,21,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,si,No,si,No,si,Buenas,si,8,9,5,8,6,8,9,9,8,8,6,9,7,9,8,9,6,7,6,9,8,8,8,8,6,8,5,9,7,7,7,7,8,6,7,8,8,9,8,8,6,8,10,10,9,8,9,9,8,10,10,10,9,9,8,8,8,8,10,10,9,10,9,10,9
0.815729607,58.15729607,AE_Normal_COE,0.251520417,52.51520417,AE_Norm_INFO,0.358004158,53.58004158,AE_NORM_TE,0.581504933,55.81504933,AE_Normal,5,45,70,35,80,F,Dentista,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,menos4000,No,No,si,si,si,Regulares,si,8,7,10,9,8,9,8,10,8,10,10,8,9,9,9,9,7,9,8,9,8,8,10,10,8,9,10,10,10,9,10,9,8,9,9,10,10,9,9,10,9,8,10,10,8,8,9,9,8,10,9,10,10,7,9,9,9,8,9,8,9,9,8,8,8
0.945726357,59.45726357,AE_Normal_COE,0.512163336,55.12163336,AE_Norm_INFO,1.314345114,63.14345114,AE_ALTA_TE,1.067442203,60.67442203,AE_Alta,35,95,15,50,65,F,Dentista,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Buenas,si,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,8,10,10,10,7,10,8,9,7,10,10,10,7,8,10,8,10,10,10,10,10,10,10,10,10,10,10,8,9,9,10,8,10,10,9,7,8,8,8,10,10,10,8,10,8,10,10
-0.224244394,47.75755606,AE_Normal_COE,-0.964813206,40.35186794,AE_Norm_INFO,-0.348856549,46.51143451,AE_NORM_TE,-0.552348697,44.47651303,AE_Normal,10,35,85,99,80,F,Dentista,21,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,No,No,si,Regulares,si,7,10,8,10,9,9,6,10,8,8,10,7,5,7,10,10,6,7,5,5,10,8,9,10,5,6,6,10,10,6,5,6,5,5,5,10,8,10,9,10,10,9,10,8,8,0,4,9,9,9,7,4,7,1,10,10,10,10,10,7,8,10,7,7,7
1.075723107,60.75723107,AE_Alta_COE,0.990008688,59.90008688,AE_Norm_INFO,0.690644491,56.90644491,AE_NORM_TE,1.067442203,60.67442203,AE_Alta,85,20,99,85,90,F,Dentista,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,si,No,si,si,si,Buenas,si,9,10,9,10,10,8,8,9,9,10,10,10,10,10,10,10,5,10,5,10,10,10,7,10,8,8,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,10,10,10,7,9,10,10,10,10,10,10,10,10,10,10,8,10
-0.971725707,40.28274293,AE_Normal_COE,-0.747610773,42.52389227,AE_Norm_INFO,0.108523909,51.08523909,AE_NORM_TE,-0.6554263,43.445737,AE_Normal,15,20,85,10,35,F,Dentista,21,Guerrero,Soltero,No,Solo,medio,Publica,Escolarizada,4500a9000,No,No,No,No,No,Regulares,No,5,8,9,8,10,9,8,10,7,8,8,8,8,8,8,10,10,9,9,8,10,8,6,8,6,7,7,9,8,8,7,5,5,5,5,6,7,7,6,7,8,7,7,8,8,7,7,7,7,8,8,8,8,7,8,8,8,8,7,7,8,8,8,7,7
0.718232044,57.18232044,AE_Normal_COE,0.20807993,52.0807993,AE_Norm_INFO,0.524324324,55.24324324,AE_NORM_TE,0.581504933,55.81504933,AE_Normal,60,35,70,75,85,M,Dentista,22,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,No,8,9,9,9,10,9,10,9,9,10,10,9,9,10,9,9,5,9,6,10,10,8,9,10,5,10,10,10,10,9,9,9,5,9,9,9,10,10,10,10,9,8,10,10,9,5,9,9,5,8,10,10,10,10,8,8,9,9,9,9,9,9,9,9,9
-0.094247644,49.05752356,AE_Normal_COE,0.555603823,55.55603823,AE_Norm_INFO,-0.764656965,42.35343035,AE_NORM_TE,-0.125312914,48.74687086,AE_Normal,90,70,85,15,25,F,Dentista,21,Mexico,Soltero,No,Padres,Unico,Publica,Escolarizada,menos4000,No,No,si,si,si,Regulares,si,5,10,8,8,5,10,5,5,9,8,10,7,6,7,10,9,5,5,5,10,7,3,10,7,9,10,3,10,10,5,8,7,2,1,10,10,10,10,10,10,10,10,10,10,10,8,10,10,6,10,10,7,8,4,10,10,10,10,10,10,10,10,10,8,10
0.165745856,51.65745856,AE_Normal_COE,-0.400086881,45.99913119,AE_Norm_INFO,-0.681496881,43.18503119,AE_NORM_TE,-0.302017376,46.97982624,AE_Normal,80,35,85,35,35,F,Dentista,21,Puebla,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,si,si,si,si,si,Regulares,No,5,10,10,7,3,10,2,5,5,10,10,3,6,10,10,10,10,10,6,7,10,10,7,10,8,9,2,9,2,10,7,8,7,3,8,10,10,10,10,10,10,10,10,10,10,9,2,9,10,9,10,3,4,4,10,10,10,5,10,9,10,10,10,5,10
-0.386740331,46.13259669,AE_Normal_COE,-0.356646394,46.43353606,AE_Norm_INFO,-0.057796258,49.42203742,AE_NORM_TE,-0.316742748,46.83257252,AE_Normal,80,55,55,90,99,M,Dentista,23,Mexico,Soltero,No,familiar,menor,Publica,Escolarizada,4500a9000,si,No,si,No,si,Regulares,No,10,8,10,10,10,9,5,10,9,9,8,7,8,8,10,9,5,5,4,10,10,10,5,8,7,5,5,10,5,9,10,7,10,10,8,6,7,10,7,9,7,6,5,10,7,5,10,5,5,7,10,10,8,5,10,10,10,3,6,10,10,8,10,10,8
-2.076698083,29.23301917,AE_Baja_COE,-0.704170287,42.95829713,AE_Norm_INFO,-0.556756757,44.43243243,AE_NORM_TE,-1.376969518,36.23030482,AE_Baja,30,10,5,65,5,M,Dentista,22,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,No,si,si,si,si,Buenas,si,8,10,8,8,10,5,5,5,7,9,9,8,7,8,7,8,8,9,5,8,7,4,7,4,5,4,3,8,6,7,5,6,3,5,7,5,4,5,5,7,7,7,6,7,7,5,7,7,5,8,8,9,9,4,7,8,8,7,9,8,6,9,10,9,9
1.010724732,60.10724732,AE_Alta_COE,0.555603823,55.55603823,AE_Norm_INFO,0.815384615,58.15384615,AE_NORM_TE,0.934913857,59.34913857,AE_Normal,15,5,30,85,20,F,Dentista,20,CDMX,Soltero,No,familiar,menor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Regulares,No,8,10,10,10,10,8,8,10,7,10,10,7,10,9,10,10,10,10,8,10,10,10,10,10,8,9,10,10,10,7,10,8,10,8,8,10,10,10,10,10,8,10,10,10,10,10,7,10,8,10,10,5,5,6,10,10,10,10,10,10,10,10,10,10,10
0.393240169,53.93240169,AE_Normal_COE,0.034317984,50.34317984,AE_Norm_INFO,-1.138877339,38.61122661,AE_BAJA_TE,-0.213665145,47.86334855,AE_Normal,80,45,30,5,65,M,Dentista,21,CDMX,Soltero,No,Padres,Unico,Publica,Escolarizada,10000a18000,No,No,si,No,si,Buenas,No,7,5,10,8,9,6,5,10,5,8,5,6,5,8,10,8,5,7,3,8,10,8,10,10,10,10,8,10,9,10,5,5,6,3,8,10,10,9,9,10,8,10,10,9,10,10,3,5,7,10,8,10,10,10,8,8,8,9,10,9,9,10,8,9,8
0.523236919,55.23236919,AE_Normal_COE,0.034317984,50.34317984,AE_Norm_INFO,-1.014137214,39.85862786,AE_BAJA_TE,-0.110587542,48.89412458,AE_Normal,80,99,10,25,65,F,Dentista,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,si,5,9,8,5,10,7,4,10,6,9,10,6,9,8,8,9,5,5,3,5,8,10,8,10,9,10,5,10,10,7,4,10,7,7,10,7,10,10,10,10,9,10,10,10,10,5,9,9,10,8,8,9,8,10,10,8,8,9,8,8,8,7,10,9,8
1.043223919,60.43223919,AE_Alta_COE,0.990008688,59.90008688,AE_Norm_INFO,1.18960499,61.8960499,AE_ALTA_TE,1.229421293,62.29421293,AE_Alta,30,20,15,50,20,F,Dentista,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,si,10,10,10,9,10,9,9,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,9,9,9,9,9,10,10,9,9,10,9,10,9,10,10,10,9,10,10,10,10,10,9,9,9,9,9,9,9,9,10,10,10,10,10
1.465713357,64.65713357,AE_Alta_COE,1.380973067,63.80973067,AE_Alta_INFO,1.355925156,63.55925156,AE_ALTA_TE,1.61228096,66.1228096,AE_Alta,35,99,55,35,65,F,Dentista,22,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,45000a50000,No,No,si,si,si,Buenas,No,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-0.354241144,46.45758856,AE_Normal_COE,-0.139443962,48.60556038,AE_Norm_INFO,-0.930977131,40.69022869,AE_NORM_TE,-0.537623325,44.62376675,AE_Normal,70,85,45,5,25,M,Dentista,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Buenas,No,7,5,7,5,7,10,6,8,10,10,10,6,3,8,8,9,7,9,3,5,7,4,10,10,5,8,5,10,10,10,7,8,6,7,8,10,10,8,9,10,8,3,10,7,4,8,8,9,9,10,5,8,8,10,10,10,8,5,10,10,10,7,6,6,8
-0.354241144,46.45758856,AE_Normal_COE,0.555603823,55.55603823,AE_Norm_INFO,-0.224116424,47.75883576,AE_NORM_TE,-0.051686055,49.48313945,AE_Normal,50,70,45,35,5,M,Dentista,23,Morelos,Soltero,No,Solo,menor,Publica,Escolarizada,4500a9000,No,No,No,No,si,Regulares,si,7,10,10,5,10,9,6,9,0,8,10,10,7,9,9,9,5,9,8,10,10,8,7,6,5,10,9,10,9,10,8,10,8,10,10,10,5,5,6,5,5,8,5,7,8,10,10,8,8,8,10,10,10,8,10,9,8,8,8,9,10,9,10,8,10
-0.354241144,46.45758856,AE_Normal_COE,-1.963944396,30.36055604,AE_Baja_INFO,-0.556756757,44.43243243,AE_NORM_TE,-1.023560595,39.76439405,AE_Baja,10,45,45,10,50,F,Dentista,22,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,si,No,No,si,si,Buenas,No,5,9,10,9,10,10,10,10,5,10,8,10,5,5,2,4,5,10,10,5,10,9,10,4,9,5,8,9,9,9,9,9,9,9,9,9,8,5,5,5,5,5,8,10,7,5,5,5,5,5,5,5,5,3,8,7,5,8,7,5,6,9,7,9,9
-0.451738707,45.48261293,AE_Normal_COE,0.816246742,58.16246742,AE_Norm_INFO,0.358004158,53.58004158,AE_NORM_TE,0.198645266,51.98645266,AE_Normal,90,20,75,99,25,F,Dentista,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,menos4000,si,No,si,No,si,Buenas,No,8,10,8,8,9,10,9,8,8,10,9,8,8,8,9,10,7,9,9,9,9,5,7,10,7,9,5,10,7,10,8,7,4,0,6,10,8,8,8,7,9,8,9,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,9,8,9,8,9,8
-2.271693208,27.28306792,AE_Baja_COE,-1.746741964,32.53258036,AE_Baja_INFO,-2.885239085,21.14760915,AE_BAJA_TE,-2.643351495,23.56648505,AE_Baja,90,35,70,50,35,F,Dentista,22,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,menos4000,No,No,si,No,si,Regulares,No,3,4,5,5,8,5,5,7,2,2,7,7,6,2,4,5,8,1,5,5,7,5,4,1,4,5,6,10,7,5,5,6,4,5,5,5,4,6,6,4,5,5,7,7,7,7,6,6,5,7,7,7,7,6,6,7,6,6,7,6,5,7,7,6,7
-0.224244394,47.75755606,AE_Normal_COE,-0.356646394,46.43353606,AE_Norm_INFO,-0.224116424,47.75883576,AE_NORM_TE,-0.302017376,46.97982624,AE_Normal,30,55,75,65,5,M,Dentista,22,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,30000a40000,No,si,si,si,si,Buenas,si,8,9,9,8,8,8,8,8,8,8,9,8,8,9,8,8,7,7,6,8,7,8,8,8,7,8,7,8,7,7,8,9,7,7,9,8,8,8,8,8,9,8,8,9,9,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-2.044198895,29.55801105,AE_Baja_COE,-4.440052129,5.599478714,AE_Baja_INFO,-3.217879418,17.82120582,AE_BAJA_TE,-3.571049919,14.28950081,AE_Baja,20,45,30,50,20,M,Dentista,22,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,menos4000,No,si,No,No,No,Regulares,No,8,3,7,8,9,7,9,9,8,3,2,1,1,1,4,2,2,1,2,1,7,7,2,1,3,3,5,5,9,10,3,10,3,2,4,1,2,6,7,10,8,9,8,8,9,3,2,2,3,4,4,9,4,2,2,1,4,3,4,1,4,2,2,4,6
0.653233669,56.53233669,AE_Normal_COE,1.207211121,62.07211121,AE_Alta_INFO,0.773804574,57.73804574,AE_NORM_TE,0.979089972,59.79089972,AE_Normal,40,70,30,65,65,F,Dentista,20,CDMX,Soltero,No,Padres,Unico,Publica,Escolarizada,4500a9000,si,No,si,No,si,Regulares,si,10,10,10,10,10,10,5,10,8,10,10,9,8,10,9,10,10,10,5,10,10,9,10,9,5,9,5,10,9,9,9,9,9,5,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,10,10,10,10,9,10
-0.191745206,48.08254794,AE_Normal_COE,0.555603823,55.55603823,AE_Norm_INFO,0.15010395,51.5010395,AE_NORM_TE,0.15446915,51.5446915,AE_Normal,50,45,55,5,20,M,Dentista,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,45000a50000,No,No,si,si,si,Buenas,si,9,10,8,7,10,8,10,8,8,8,10,8,6,10,9,5,10,10,8,7,10,8,6,4,5,10,4,10,10,10,10,5,3,5,8,10,10,10,10,10,6,10,10,5,10,8,10,10,10,10,6,10,10,10,10,10,8,6,10,8,10,10,10,7,8
-0.354241144,46.45758856,AE_Normal_COE,-0.096003475,49.03996525,AE_Norm_INFO,-0.224116424,47.75883576,AE_NORM_TE,-0.272566632,47.27433368,AE_Normal,20,55,70,25,35,F,Dentista,25,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,si,si,si,si,Regulares,No,7,8,9,8,9,7,7,9,6,9,8,8,9,9,8,8,7,8,8,8,8,9,8,8,6,6,5,8,8,6,7,6,7,6,7,7,10,9,9,10,9,9,10,8,8,7,7,8,9,9,10,9,8,8,9,9,9,9,7,8,7,9,8,8,8
0.490737732,54.90737732,AE_Normal_COE,0.425282363,54.25282363,AE_Norm_INFO,-0.307276507,46.92723493,AE_NORM_TE,0.257546753,52.57546753,AE_Normal,95,55,85,75,65,M,Dentista,27,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Buenas,si,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,9,8,8,9,8,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,5
-1.784205395,32.15794605,AE_Baja_COE,0.512163336,55.12163336,AE_Norm_INFO,0.524324324,55.24324324,AE_NORM_TE,-0.449271094,45.50728906,AE_Normal,99,45,75,10,65,F,Dentista,24,CDMX,Soltero,si,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,No,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,10,10,10,10,10,0,7,0,10,7,0,0,0,0,0,0,8,10,9,9,10,5,5,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,10
-1.361715957,36.38284043,AE_Baja_COE,-0.834491746,41.65508254,AE_Norm_INFO,-1.762577963,32.37422037,AE_BAJA_TE,-1.524223237,34.75776763,AE_Baja,80,90,85,75,20,F,Dentista,22,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,No,No,No,No,si,Regulares,No,5,9,5,6,7,8,5,5,7,7,7,7,7,3,9,10,0,8,0,8,8,9,7,0,5,6,5,10,9,9,9,5,4,8,8,7,5,7,7,3,6,8,5,8,5,7,7,8,7,6,9,9,8,0,8,9,9,8,8,8,6,7,8,8,9
0.263243419,52.63243419,AE_Normal_COE,-1.008253692,39.91746308,AE_Baja_INFO,-1.762577963,32.37422037,AE_BAJA_TE,-0.846856133,41.53143867,AE_Normal,95,70,30,35,25,F,Dentista,28,Mexico,Soltero,No,Padres,Unico,Publica,Escolarizada,10000a18000,si,si,si,No,si,Regulares,si,6,7,5,7,5,5,6,6,9,7,7,7,9,6,6,9,4,4,2,6,5,4,10,9,8,9,9,10,10,7,8,8,7,7,5,10,10,10,9,10,9,10,10,9,10,5,7,6,6,7,7,7,7,8,8,8,8,8,7,7,7,7,8,9,8
0.523236919,55.23236919,AE_Normal_COE,0.425282363,54.25282363,AE_Norm_INFO,0.607484407,56.07484407,AE_NORM_TE,0.596230305,55.96230305,AE_Normal,85,99,55,50,90,M,Dentista,22,Mexico,Soltero,si,Padres,menor,Publica,Escolarizada,10000a18000,No,si,si,si,si,Buenas,si,8,9,8,9,9,7,8,9,8,9,9,10,10,9,10,10,10,9,10,9,8,9,10,9,10,9,9,9,10,8,9,10,8,10,8,9,8,9,8,7,8,9,9,10,8,10,8,8,7,8,7,9,10,9,9,10,10,9,10,10,9,10,9,8,8
0.945726357,59.45726357,AE_Normal_COE,-0.226324935,47.73675065,AE_Norm_INFO,0.773804574,57.73804574,AE_NORM_TE,0.625681048,56.25681048,AE_Normal,30,85,10,75,35,M,Dentista,21,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,No,No,si,si,No,Buenas,si,7,10,10,10,10,9,9,9,10,9,7,9,9,9,9,10,9,10,9,10,10,10,9,9,9,8,9,9,8,9,9,9,9,9,9,10,10,10,9,10,10,10,10,10,10,9,9,7,8,8,9,7,8,8,8,7,10,10,8,7,8,8,8,8,8
0.945726357,59.45726357,AE_Normal_COE,0.251520417,52.51520417,AE_Norm_INFO,1.314345114,63.14345114,AE_ALTA_TE,0.979089972,59.79089972,AE_Normal,30,90,30,65,90,F,Dentista,20,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,si,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,9,9,10,10,10,8,8,8,8,9,8,10,10,10,10,9,9,10,10,10,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9
0.523236919,55.23236919,AE_Normal_COE,0.425282363,54.25282363,AE_Norm_INFO,-0.307276507,46.92723493,AE_NORM_TE,0.272272125,52.72272125,AE_Normal,50,35,30,65,10,F,Dentista,26,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,si,8,8,9,9,8,8,7,8,7,7,9,8,8,8,8,9,8,7,6,8,8,9,9,9,7,8,9,10,10,9,9,9,9,8,8,8,9,8,9,9,8,9,10,10,10,8,10,9,9,9,9,9,9,10,9,9,9,8,9,9,10,9,8,8,8
-0.581735457,44.18264543,AE_Normal_COE,0.077758471,50.77758471,AE_Norm_INFO,-1.554677755,34.45322245,AE_BAJA_TE,-0.787954646,42.12045354,AE_Normal,85,10,99,65,65,F,Dentista,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Regulares,No,6,10,6,10,2,7,10,2,5,3,10,10,1,1,10,10,2,8,10,5,7,10,7,5,8,8,5,10,5,8,5,7,6,5,9,7,10,9,8,7,6,5,10,10,10,10,10,7,10,10,10,10,7,5,5,8,8,9,8,10,9,10,8,8,8
-0.386740331,46.13259669,AE_Normal_COE,-0.139443962,48.60556038,AE_Norm_INFO,0.316424116,53.16424116,AE_NORM_TE,-0.110587542,48.89412458,AE_Normal,15,70,55,65,80,F,Dentista,21,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,si,No,No,si,si,Buenas,No,9,10,8,5,8,6,10,7,10,10,9,10,7,7,10,10,10,10,7,10,10,8,10,10,3,5,5,8,6,8,7,6,6,6,6,7,8,10,10,8,8,8,10,10,10,7,9,8,8,8,8,7,9,8,8,8,8,8,8,8,7,8,10,10,10
0.425739357,54.25739357,AE_Normal_COE,0.251520417,52.51520417,AE_Norm_INFO,0.191683992,51.91683992,AE_NORM_TE,0.345898984,53.45898984,AE_Normal,50,5,55,90,99,F,Dentista,21,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,No,No,si,Regulares,si,8,8,10,7,8,9,10,8,7,10,10,9,8,9,8,10,9,7,7,8,9,8,8,10,7,8,8,10,10,8,9,8,8,7,9,9,10,8,9,10,8,9,10,9,9,8,8,9,8,9,9,9,8,8,9,10,10,9,9,9,9,8,8,8,9
1.010724732,60.10724732,AE_Alta_COE,0.685925282,56.85925282,AE_Norm_INFO,0.358004158,53.58004158,AE_NORM_TE,0.817110882,58.17110882,AE_Normal,50,20,85,75,50,F,Dentista,20,CDMX,Soltero,No,Padres,Unico,Publica,Escolarizada,menos4000,si,No,si,si,si,Regulares,No,8,10,8,9,8,9,8,8,9,10,9,8,8,8,8,10,9,9,9,9,8,10,10,9,9,9,10,10,10,10,8,9,9,9,9,10,9,10,10,10,9,9,10,10,10,10,9,9,8,9,9,8,8,10,9,9,10,10,10,9,10,10,9,9,9
